id,name,category,region,batch,projectCode,protectUnits,tags,popularity,experienceValue,intro,detailUrl,manualVector
national-1857,奶制品制作技艺（察干伊德）,传统技艺,内蒙古自治区正蓝旗,第四批,Ⅷ—226,,传统技艺；察干伊德；手作技艺；材料工艺,73,84,奶制品制作技艺（察干伊德）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区正蓝旗。,,
national-1858,辽菜传统烹饪技艺,传统技艺,辽宁省沈阳市,第四批,Ⅷ—227,,传统技艺,73,84,辽菜传统烹饪技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省沈阳市。,,
national-1859,泡菜制作技艺（朝鲜族泡菜制作技艺）,传统技艺,吉林省延吉市,第四批,Ⅷ—228,,传统技艺；朝鲜族泡菜制作技艺；手作技艺；材料工艺,73,84,泡菜制作技艺（朝鲜族泡菜制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为吉林省延吉市。,,
national-1860,老汤精配制,传统技艺,黑龙江省哈尔滨市阿城区,第四批,Ⅷ—229,,传统技艺；手作技艺；材料工艺,73,84,老汤精配制是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为黑龙江省哈尔滨市阿城区。,,
national-1861,上海本帮菜肴传统烹饪技艺,传统技艺,上海市黄浦区,第四批,Ⅷ—230,,传统技艺,73,84,上海本帮菜肴传统烹饪技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为上海市黄浦区。,,
national-1862,传统制糖技艺（义乌红糖制作技艺）,传统技艺,浙江省义乌市,第四批,Ⅷ—231,,传统技艺；义乌红糖制作技艺；手作技艺；材料工艺,73,84,传统制糖技艺（义乌红糖制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省义乌市。,,
national-1863,豆腐传统制作技艺,传统技艺,安徽省淮南市、寿县,第四批,Ⅷ—232,,传统技艺；手作技艺；材料工艺,73,84,豆腐传统制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为安徽省淮南市、寿县。,,
national-1864,豆腐传统制作技艺,传统技艺,山东省泰安市泰山区,第五批扩展项目,Ⅷ—232,,传统技艺；手作技艺；材料工艺,72,84,豆腐传统制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山东省泰安市泰山区。,,
national-1865,德州扒鸡制作技艺,传统技艺,山东省德州市,第四批,Ⅷ—233,,传统技艺；手作技艺；材料工艺,73,84,德州扒鸡制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山东省德州市。,,
national-1866,龙口粉丝传统制作技艺,传统技艺,山东省招远市,第四批,Ⅷ—234,,传统技艺；现场表演；节庆氛围；手作技艺；材料工艺,73,84,龙口粉丝传统制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山东省招远市。,,
national-1867,蒙自过桥米线制作技艺,传统技艺,云南省蒙自市,第四批,Ⅷ—235,,传统技艺；手作技艺；材料工艺,73,84,蒙自过桥米线制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为云南省蒙自市。,,
national-1868,坎儿井开凿技艺,传统技艺,新疆维吾尔自治区吐鲁番市,第四批,Ⅷ—236,,传统技艺,73,84,坎儿井开凿技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区吐鲁番市。,,
national-1869,古建筑模型制作技艺,传统技艺,山西省太原市,第四批,Ⅷ—237,,传统技艺；手作技艺；材料工艺,73,84,古建筑模型制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山西省太原市。,,
national-1870,传统造园技艺（扬州园林营造技艺）,传统技艺,江苏省扬州市,第四批,Ⅷ—238,,传统技艺；扬州园林营造技艺；手作技艺；材料工艺,73,84,传统造园技艺（扬州园林营造技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省扬州市。,,
national-1871,古戏台营造技艺,传统技艺,江西省乐平市,第四批,Ⅷ—239,,传统技艺；舞台表演；传统审美；手作技艺；材料工艺,73,84,古戏台营造技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为江西省乐平市。,,
national-1872,庐陵传统民居营造技艺,传统技艺,江西省泰和县,第四批,Ⅷ—240,,传统技艺；手作技艺；材料工艺,73,84,庐陵传统民居营造技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为江西省泰和县。,,
national-1873,古建筑修复技艺,传统技艺,甘肃省永靖县,第四批,Ⅷ—241,,传统技艺,73,84,古建筑修复技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为甘肃省永靖县。,,
national-1874,八义窑红绿彩瓷烧制技艺,传统技艺,山西省长治市上党区,第五批,Ⅷ—242,,传统技艺；手作技艺；材料工艺,72,84,八义窑红绿彩瓷烧制技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山西省长治市上党区。,,
national-1875,鲁山窑烧制技艺（鲁山花瓷烧制技艺）,传统技艺,河南省平顶山市鲁山县,第五批,Ⅷ—243,,传统技艺；鲁山花瓷烧制技艺；手作技艺；材料工艺,72,84,鲁山窑烧制技艺（鲁山花瓷烧制技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为河南省平顶山市鲁山县。,,
national-1876,北京蒙镶技艺,传统技艺,北京市东城区,第五批,Ⅷ—244,,传统技艺,72,84,北京蒙镶技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为北京市东城区。,,
national-1877,缂丝织造技艺（定州缂丝织造技艺）,传统技艺,河北省保定市定州市,第五批,Ⅷ—245,,传统技艺；定州缂丝织造技艺；手作技艺；材料工艺,72,84,缂丝织造技艺（定州缂丝织造技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为河北省保定市定州市。,,
national-1878,花边制作技艺（萧山花边制作技艺）,传统技艺,浙江省杭州市萧山区,第五批,Ⅷ—246,,传统技艺；萧山花边制作技艺；手作技艺；材料工艺,72,84,花边制作技艺（萧山花边制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省杭州市萧山区。,,
national-1879,彩带编织技艺（畲族彩带编织技艺）,传统技艺,浙江省丽水市景宁畲族自治县,第五批,Ⅷ—247,,传统技艺；畲族彩带编织技艺；手作技艺；材料工艺,72,84,彩带编织技艺（畲族彩带编织技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省丽水市景宁畲族自治县。,,
national-1880,丝绸染织技艺（周村丝绸染织技艺）,传统技艺,山东省淄博市周村区,第五批,Ⅷ—248,,传统技艺；周村丝绸染织技艺；手作技艺；材料工艺,72,84,丝绸染织技艺（周村丝绸染织技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山东省淄博市周村区。,,
national-1881,佤族织锦技艺,传统技艺,云南省普洱市西盟佤族自治县,第五批,Ⅷ—249,,传统技艺；手作技艺；材料工艺,72,84,佤族织锦技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为云南省普洱市西盟佤族自治县。,,
national-1882,铸铁技艺（永康铸铁技艺）,传统技艺,浙江省金华市永康市,第五批,Ⅷ—250,,传统技艺；永康铸铁技艺,72,84,铸铁技艺（永康铸铁技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省金华市永康市。,,
national-1883,青铜器制作技艺（青铜编钟制作技艺）,传统技艺,湖北省随州市曾都区,第五批,Ⅷ—251,,传统技艺；青铜编钟制作技艺；手作技艺；材料工艺,72,84,青铜器制作技艺（青铜编钟制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省随州市曾都区。,,
national-1884,刀剑锻制技艺（七台河刀剑锻制技艺）,传统技艺,黑龙江省七台河市,第五批,Ⅷ—252,,传统技艺；七台河刀剑锻制技艺；手作技艺；材料工艺,72,84,刀剑锻制技艺（七台河刀剑锻制技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为黑龙江省七台河市。,,
national-1885,银胎掐丝珐琅器制作技艺（永胜珐琅银器制作技艺）,传统技艺,云南省丽江市永胜县,第五批,Ⅷ—253,,传统技艺；永胜珐琅银器制作技艺；手作技艺；材料工艺,72,84,银胎掐丝珐琅器制作技艺（永胜珐琅银器制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为云南省丽江市永胜县。,,
national-1886,金镶玉制作技艺（郏县金镶玉制作技艺）,传统技艺,河南省平顶山市郏县,第五批,Ⅷ—254,,传统技艺；郏县金镶玉制作技艺；手作技艺；材料工艺,72,84,金镶玉制作技艺（郏县金镶玉制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为河南省平顶山市郏县。,,
national-1887,制漆技艺（坝漆制作技艺）,传统技艺,湖北省恩施土家族苗族自治州利川市,第五批,Ⅷ—255,,传统技艺；坝漆制作技艺；手作技艺；材料工艺,72,84,制漆技艺（坝漆制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省恩施土家族苗族自治州利川市。,,
national-1888,书画毡制作技艺（定兴书画毡制作技艺）,传统技艺,河北省保定市定兴县,第五批,Ⅷ—256,,传统技艺；定兴书画毡制作技艺；手工美学；纹样造型；手作技艺；材料工艺,72,84,书画毡制作技艺（定兴书画毡制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为河北省保定市定兴县。,,
national-1889,简牍制作技艺（楚简制作技艺）,传统技艺,湖北省荆州市,第五批,Ⅷ—257,,传统技艺；楚简制作技艺；手作技艺；材料工艺,72,84,简牍制作技艺（楚简制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省荆州市。,,
national-1890,麻纸制作技艺（西和麻纸制作技艺）,传统技艺,甘肃省陇南市西和县,第五批,Ⅷ—258,,传统技艺；西和麻纸制作技艺；手作技艺；材料工艺,72,84,麻纸制作技艺（西和麻纸制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为甘肃省陇南市西和县。,,
national-1891,传统书籍装帧技艺,传统技艺,国家图书馆,第五批,Ⅷ—259,,传统技艺,72,84,传统书籍装帧技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为国家图书馆。,,
national-1892,宫廷传统囊匣制作技艺,传统技艺,故宫博物院,第五批,Ⅷ—260,,传统技艺；手作技艺；材料工艺,72,84,宫廷传统囊匣制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为故宫博物院。,,
national-1893,脂粉制作技艺（谢馥春脂粉制作技艺）,传统技艺,江苏省扬州市,第五批,Ⅷ—261,,传统技艺；谢馥春脂粉制作技艺；手作技艺；材料工艺,72,84,脂粉制作技艺（谢馥春脂粉制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为江苏省扬州市。,,
national-1894,骨器制作技艺（白沙黎族骨器制作技艺）,传统技艺,海南省白沙黎族自治县,第五批,Ⅷ—262,,传统技艺；白沙黎族骨器制作技艺；手作技艺；材料工艺,72,84,骨器制作技艺（白沙黎族骨器制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为海南省白沙黎族自治县。,,
national-1895,云南围棋子(云子、永子)制作技艺,传统技艺,云南省,第五批,Ⅷ—263,,传统技艺；身体体验；传统游艺；手作技艺；材料工艺,72,84,云南围棋子(云子、永子)制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为云南省。,,
national-1896,擦擦制作技艺（拉萨擦擦制作技艺）,传统技艺,西藏自治区拉萨市,第五批,Ⅷ—264,,传统技艺；拉萨擦擦制作技艺；手作技艺；材料工艺,72,84,擦擦制作技艺（拉萨擦擦制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区拉萨市。,,
national-1897,葫芦制作技艺（天津葫芦制作技艺）,传统技艺,天津市宝坻区,第五批,Ⅷ—265,,传统技艺；天津葫芦制作技艺；手作技艺；材料工艺,72,84,葫芦制作技艺（天津葫芦制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为天津市宝坻区。,,
national-1898,葫芦制作技艺（文水葫芦制作技艺）,传统技艺,山西省吕梁市文水县,第五批,Ⅷ—265,,传统技艺；文水葫芦制作技艺；手作技艺；材料工艺,72,84,葫芦制作技艺（文水葫芦制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为山西省吕梁市文水县。,,
national-1899,严东关五加皮酿酒技艺,传统技艺,浙江省杭州市建德市,第五批,Ⅷ—266,,传统技艺；手作技艺；材料工艺,72,84,严东关五加皮酿酒技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省杭州市建德市。,,
national-1900,黄茶制作技艺（君山银针茶制作技艺）,传统技艺,湖南省岳阳市君山区,第五批,Ⅷ—267,,传统技艺；君山银针茶制作技艺；手作技艺；材料工艺,72,84,黄茶制作技艺（君山银针茶制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省岳阳市君山区。,,
national-1901,德昂族酸茶制作技艺,传统技艺,云南省德宏傣族景颇族自治州芒市,第五批,Ⅷ—268,,传统技艺；手作技艺；材料工艺,72,84,德昂族酸茶制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为云南省德宏傣族景颇族自治州芒市。,,
national-1902,中餐烹饪技艺与食俗,传统技艺,中国烹饪协会,第五批,Ⅷ—269,,传统技艺,72,84,中餐烹饪技艺与食俗是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为中国烹饪协会。,,
national-1903,徽菜烹饪技艺,传统技艺,安徽省,第五批,Ⅷ—270,,传统技艺,72,84,徽菜烹饪技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为安徽省。,,
national-1904,潮州菜烹饪技艺,传统技艺,广东省潮州市,第五批,Ⅷ—271,,传统技艺,72,84,潮州菜烹饪技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为广东省潮州市。,,
national-1905,川菜烹饪技艺,传统技艺,四川省,第五批,Ⅷ—272,,传统技艺,72,84,川菜烹饪技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为四川省。,,
national-1906,食用油传统制作技艺（大名小磨香油制作技艺）,传统技艺,河北省邯郸市大名县,第五批,Ⅷ—273,,传统技艺；大名小磨香油制作技艺；手作技艺；材料工艺,72,84,食用油传统制作技艺（大名小磨香油制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为河北省邯郸市大名县。,,
national-1907,果脯蜜饯制作技艺（北京果脯传统制作技艺）,传统技艺,北京市怀柔区,第五批,Ⅷ—274,,传统技艺；北京果脯传统制作技艺；手作技艺；材料工艺,72,84,果脯蜜饯制作技艺（北京果脯传统制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为北京市怀柔区。,,
national-1908,果脯蜜饯制作技艺（雕花蜜饯制作技艺）,传统技艺,湖南省怀化市靖州苗族侗族自治县,第五批,Ⅷ—274,,传统技艺；雕花蜜饯制作技艺；手工美学；纹样造型；手作技艺；材料工艺,72,84,果脯蜜饯制作技艺（雕花蜜饯制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省怀化市靖州苗族侗族自治县。,,
national-1909,梨膏糖制作技艺（上海梨膏糖制作技艺）,传统技艺,上海市黄浦区,第五批,Ⅷ—275,,传统技艺；上海梨膏糖制作技艺；手作技艺；材料工艺,72,84,梨膏糖制作技艺（上海梨膏糖制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为上海市黄浦区。,,
national-1910,小吃制作技艺（沙县小吃制作技艺）,传统技艺,福建省三明市,第五批,Ⅷ—276,,传统技艺；沙县小吃制作技艺；手作技艺；材料工艺,72,84,小吃制作技艺（沙县小吃制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为福建省三明市。,,
national-1911,小吃制作技艺（逍遥胡辣汤制作技艺）,传统技艺,河南省周口市西华县,第五批,Ⅷ—276,,传统技艺；逍遥胡辣汤制作技艺；手作技艺；材料工艺,72,84,小吃制作技艺（逍遥胡辣汤制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为河南省周口市西华县。,,
national-1912,小吃制作技艺（火宫殿臭豆腐制作技艺）,传统技艺,湖南省长沙市,第五批,Ⅷ—276,,传统技艺；火宫殿臭豆腐制作技艺；手作技艺；材料工艺,72,84,小吃制作技艺（火宫殿臭豆腐制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省长沙市。,,
national-1913,米粉制作技艺（沙河粉传统制作技艺）,传统技艺,广东省广州市,第五批,Ⅷ—277,,传统技艺；沙河粉传统制作技艺；手作技艺；材料工艺,72,84,米粉制作技艺（沙河粉传统制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为广东省广州市。,,
national-1914,米粉制作技艺（柳州螺蛳粉制作技艺）,传统技艺,广西壮族自治区柳州市,第五批,Ⅷ—277,,传统技艺；柳州螺蛳粉制作技艺；手作技艺；材料工艺,72,84,米粉制作技艺（柳州螺蛳粉制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区柳州市。,,
national-1915,米粉制作技艺（桂林米粉制作技艺）,传统技艺,广西壮族自治区桂林市,第五批,Ⅷ—277,,传统技艺；桂林米粉制作技艺；手作技艺；材料工艺,72,84,米粉制作技艺（桂林米粉制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区桂林市。,,
national-1916,龟苓膏配制技艺,传统技艺,广西壮族自治区梧州市,第五批,Ⅷ—278,,传统技艺；手作技艺；材料工艺,72,84,龟苓膏配制技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区梧州市。,,
national-1917,凯里酸汤鱼制作技艺,传统技艺,贵州省黔东南苗族侗族自治州凯里市,第五批,Ⅷ—279,,传统技艺；手作技艺；材料工艺,72,84,凯里酸汤鱼制作技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省黔东南苗族侗族自治州凯里市。,,
national-1918,土生葡人美食烹饪技艺,传统技艺,澳门特别行政区,第五批,Ⅷ—280,,传统技艺,72,84,土生葡人美食烹饪技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为澳门特别行政区。,,
national-1919,水碓营造技艺（景德镇瓷业水碓营造技艺）,传统技艺,江西省景德镇市浮梁县,第五批,Ⅷ—281,,传统技艺；景德镇瓷业水碓营造技艺；手作技艺；材料工艺,92,84,水碓营造技艺（景德镇瓷业水碓营造技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为江西省景德镇市浮梁县。,,
national-1920,盘炕技艺（桓仁盘炕技艺）,传统技艺,辽宁省本溪市,第五批,Ⅷ—282,,传统技艺；桓仁盘炕技艺,72,84,盘炕技艺（桓仁盘炕技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省本溪市。,,
national-1921,潮汕古建筑营造技艺,传统技艺,广东省汕头市龙湖区,第五批,Ⅷ—283,,传统技艺；手作技艺；材料工艺,72,84,潮汕古建筑营造技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为广东省汕头市龙湖区。,,
national-1922,彝族传统建筑营造技艺（凉山彝族传统民居营造技艺）,传统技艺,四川省凉山彝族自治州,第五批,Ⅷ—284,,传统技艺；凉山彝族传统民居营造技艺；手作技艺；材料工艺,72,84,彝族传统建筑营造技艺（凉山彝族传统民居营造技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为四川省凉山彝族自治州。,,
national-1923,传统帐篷编制技艺（巴青牛毛帐篷编制技艺）,传统技艺,西藏自治区那曲市,第五批,Ⅷ—285,,传统技艺；巴青牛毛帐篷编制技艺；手作技艺；材料工艺,72,84,传统帐篷编制技艺（巴青牛毛帐篷编制技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区那曲市。,,
national-1924,传统帐篷编制技艺（青海藏族黑牛毛帐篷制作技艺）,传统技艺,青海省海西蒙古族藏族自治州天峻县,第五批,Ⅷ—285,,传统技艺；青海藏族黑牛毛帐篷制作技艺；手作技艺；材料工艺,72,84,传统帐篷编制技艺（青海藏族黑牛毛帐篷制作技艺）是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为青海省海西蒙古族藏族自治州天峻县。,,
national-1925,关中传统民居营造技艺,传统技艺,陕西省,第五批,Ⅷ—286,,传统技艺；手作技艺；材料工艺,72,84,关中传统民居营造技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为陕西省。,,
national-1926,固原传统建筑营造技艺,传统技艺,宁夏回族自治区固原市,第五批,Ⅷ—287,,传统技艺；手作技艺；材料工艺,72,84,固原传统建筑营造技艺是传统技艺类国家级非物质文化遗产代表性项目，申报地区或单位为宁夏回族自治区固原市。,,
national-1927,中医生命与疾病认知方法,传统医药,中国中医科学院,第一批,Ⅸ—1,,传统医药；传统知识；身体经验,92,78,中医生命与疾病认知方法是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为中国中医科学院。,,
national-1928,中医诊法,传统医药,中国中医科学院,第一批,Ⅸ—2,,传统医药；传统知识；身体经验,92,78,中医诊法是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为中国中医科学院。,,
national-1929,中医诊法（葛氏捏筋拍打疗法、王氏脊椎疗法、道虎壁王氏中医妇科、朱氏推拿疗法、张一帖内科疗法）,传统医药,北京市海淀区，北京市西城区，山西省平遥县，上海市，安徽省黄山市,第三批扩展项目,Ⅸ—2,,传统医药；葛氏捏筋拍打疗法；王氏脊椎疗法；道虎壁王氏中医妇科；朱氏推拿疗法；张一帖内科疗法；传统知识；身体经验,92,78,中医诊法（葛氏捏筋拍打疗法、王氏脊椎疗法、道虎壁王氏中医妇科、朱氏推拿疗法、张一帖内科疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为北京市海淀区，北京市西城区，山西省平遥县，上海市，安徽省黄山市。,,
national-1930,中医诊疗法（清华池传统修脚术，中医络病诊疗方法，脏腑推拿疗法，顾氏外科疗法，古本易筋经十二势导引法，丁氏痔科医术、扬州传统修脚术，董氏儿科医术，西园喉科医术，买氏中医外治法，毛氏济世堂脱骨疽疗法，镇氏风湿病马钱子疗法，一指禅推拿，贾氏点穴疗法）,传统医药,北京市西城区，河北省石家庄市、保定市，上海市，江苏省南京市秦淮区、扬州市，浙江省宁波市海曙区，安徽省歙县，河南省周口市川汇区、新蔡县，湖北省咸宁市咸安区，广东省珠海市、深圳市,第四批扩展项目,Ⅸ—2,,传统医药；清华池传统修脚术；中医络病诊疗方法；脏腑推拿疗法；顾氏外科疗法；古本易筋经十二势导引法；丁氏痔科医术；扬州传统修脚术,92,78,中医诊疗法（清华池传统修脚术，中医络病诊疗方法，脏腑推拿疗法，顾氏外科疗法，古本易筋经十二势导引法，丁氏痔科医术、扬州传统修脚术，董氏儿科医术，西园喉科医术，买氏中医外治法，毛氏济世堂脱骨疽疗法，镇氏风湿病马钱子疗法，一指禅推拿，贾氏点穴疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为北京市西城区，河北省石家庄市、保定市，上海市，江苏省南京市秦淮区、扬州市，浙江省宁波市海曙区，安徽省歙县，河南省周口市川汇区、新蔡县，湖北省咸宁市咸安区，广东省珠海市、深圳市。,,
national-1931,中医诊疗法（孔伯华中医世家医术）,传统医药,北京市朝阳区,第五批扩展项目,Ⅸ—2,,传统医药；孔伯华中医世家医术；传统知识；身体经验,92,78,中医诊疗法（孔伯华中医世家医术）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为北京市朝阳区。,,
national-1932,中医诊疗法（津沽脏腑推拿）,传统医药,天津市南开区,第五批扩展项目,Ⅸ—2,,传统医药；津沽脏腑推拿；传统知识；身体经验,92,78,中医诊疗法（津沽脏腑推拿）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为天津市南开区。,,
national-1933,中医诊疗法（摸骨正脊术）,传统医药,山西省晋中市灵石县,第五批扩展项目,Ⅸ—2,,传统医药；摸骨正脊术；传统知识；身体经验,92,78,中医诊疗法（摸骨正脊术）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为山西省晋中市灵石县。,,
national-1934,中医诊疗法（丁氏推拿疗法）,传统医药,上海市,第五批扩展项目,Ⅸ—2,,传统医药；丁氏推拿疗法；传统知识；身体经验,92,78,中医诊疗法（丁氏推拿疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为上海市。,,
national-1935,中医诊疗法（朱氏妇科疗法）,传统医药,上海市,第五批扩展项目,Ⅸ—2,,传统医药；朱氏妇科疗法；传统知识；身体经验,92,78,中医诊疗法（朱氏妇科疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为上海市。,,
national-1936,中医诊疗法（绍派伤寒）,传统医药,浙江省绍兴市,第五批扩展项目,Ⅸ—2,,传统医药；绍派伤寒；传统知识；身体经验,92,78,中医诊疗法（绍派伤寒）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省绍兴市。,,
national-1937,中医诊疗法（祁门蛇伤疗法）,传统医药,安徽省黄山市祁门县,第五批扩展项目,Ⅸ—2,,传统医药；祁门蛇伤疗法；传统知识；身体经验,92,78,中医诊疗法（祁门蛇伤疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为安徽省黄山市祁门县。,,
national-1938,中医诊疗法（南少林理筋整脊疗法）,传统医药,福建省,第五批扩展项目,Ⅸ—2,,传统医药；南少林理筋整脊疗法；传统知识；身体经验,92,78,中医诊疗法（南少林理筋整脊疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为福建省。,,
national-1939,中医诊疗法（张氏经络收放疗法）,传统医药,河南省新乡市红旗区,第五批扩展项目,Ⅸ—2,,传统医药；张氏经络收放疗法；传统知识；身体经验,92,78,中医诊疗法（张氏经络收放疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为河南省新乡市红旗区。,,
national-1940,中医诊疗法（宋氏中医外科疗法）,传统医药,河南省平顶山市汝州市,第五批扩展项目,Ⅸ—2,,传统医药；宋氏中医外科疗法；传统知识；身体经验,92,78,中医诊疗法（宋氏中医外科疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为河南省平顶山市汝州市。,,
national-1941,中医诊疗法（陈氏蜂疗法）,传统医药,湖南省郴州市,第五批扩展项目,Ⅸ—2,,传统医药；陈氏蜂疗法；传统知识；身体经验,92,78,中医诊疗法（陈氏蜂疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省郴州市。,,
national-1942,中医诊疗法（李仲愚杵针疗法）,传统医药,四川省,第五批扩展项目,Ⅸ—2,,传统医药；李仲愚杵针疗法；传统知识；身体经验,92,78,中医诊疗法（李仲愚杵针疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为四川省。,,
national-1943,中医诊疗法（海西民间青盐药用技艺）,传统医药,青海省海西蒙古族藏族自治州,第五批扩展项目,Ⅸ—2,,传统医药；海西民间青盐药用技艺；传统知识；身体经验,92,78,中医诊疗法（海西民间青盐药用技艺）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为青海省海西蒙古族藏族自治州。,,
national-1944,中医诊疗法（应氏奇穴疗法）,传统医药,中国民族医药学会,第五批扩展项目,Ⅸ—2,,传统医药；应氏奇穴疗法；传统知识；身体经验,92,78,中医诊疗法（应氏奇穴疗法）是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为中国民族医药学会。,,
national-1945,中药炮制技术,传统医药,中国中医科学院，中国中药协会,第一批,Ⅸ—3,,传统医药；手作技艺；材料工艺；传统知识；身体经验,82,78,中药炮制技术是传统医药类国家级非物质文化遗产代表性项目，申报地区或单位为中国中医科学院，中国中药协会。,,
